author,updated_at,like_count,text,video_id,public
@avinash1928,2024-12-30T04:16:17Z,0,"Number 3 is the main concern 
. As said by opposition 
Loss of accountability.",nNbphew2mpU,TRUE
@Guurur,2024-12-29T16:49:35Z,0,In all reality we should do kne nation and 2 parties approach or max 4 parties and whichever party has majority will go to the locksabha. Simple formula rather then 1000 parties so a majorty winner wouldnt have to beg for support,nNbphew2mpU,TRUE
@RaviYallampati-gz1sf,2024-12-29T15:03:37Z,0,"I think one thing u missed in the video, There will be law and order issues also. I have seen many incidents that people are fight each others in the name political parties while election was going on. To control those kind of situations it is important to deploy many police members. If there will be one nation and one election it is hard to control those kind of fights between the people. And deployment of polices also hard. In this scenarios there is a chance of losing lives of people. the fights will continue.",nNbphew2mpU,TRUE
@K.bachate,2024-12-29T14:48:02Z,0,Why not one nation one TAX,nNbphew2mpU,TRUE
@ashokmazumder,2024-12-29T11:27:39Z,1,"Dude looks like your research is getting biased slowly, see the video again and again and find out the places you are contradicting yourself. Time to unsubscribe you",nNbphew2mpU,TRUE
@vscvaraprasad2557,2024-12-29T08:49:45Z,0,Thanks,nNbphew2mpU,TRUE
@marleymomo9582,2024-12-29T08:04:59Z,0,Now you have become more bold and true to yourself. Mehmood pracha is the way to go for india.,nNbphew2mpU,TRUE
@aamirbashir8879,2024-12-29T07:08:39Z,0,One election one nation,nNbphew2mpU,TRUE
@nayanagrawal8876,2024-12-29T05:43:43Z,0,"Political parties not focusing on governance is the prominant reason for them to market their party. If they focus on governance and making people's lives better, people would automatically buy their ideas. This policy is an excuse for 'not being able to work'. Our political parties are as big as some nations but all they want to do is not do anything substantial.",nNbphew2mpU,TRUE
@akashaniruddhgautam9181,2024-12-29T00:39:17Z,0,"1 nation 1 election, but 1 pop-corn 3 taxes",nNbphew2mpU,TRUE
@sreenivasreddy1184,2024-12-28T20:42:37Z,0,See Odisha and Andhra Pradesh and talk. Whoever is opposing this has ill feelings towards nation. How Owaisi was saying this is dangerous to regional parties. If you work properly people will vote you only if you contest once along with national elections or separately also.,nNbphew2mpU,TRUE
@phantomnetwork1217,2024-12-28T14:15:09Z,0,"this is like overshadow one voice over all.... just like Mughal , and British....India is not build like that no one before our 75 democracy ruled the subcontinent fully. With full cooperation of every citizen",nNbphew2mpU,TRUE
@upalroy4718,2024-12-28T08:52:45Z,0,"I have to say you are becoming a person with a tunnel view, yes i can agree a few points are valid but you are so focused on the tenure extenstion or reduction of current ruling parties just for One time, that you are ignoring what can be done with the money saved and incresed efficiency of government bodies. But thanks to you I understand it completely and what to support. you could have also extend the video explaining what are things can be done with the extra resouces that can be saved after ONE election.",nNbphew2mpU,TRUE
@nishanth.sangani,2024-12-28T08:00:40Z,0,"Common, one nation - one election may change the country and cost cutting, which can be spent on some development. Local political parties are draining state budgets and throwing state into debts.",nNbphew2mpU,TRUE
@Sanchit-d8f,2024-12-28T03:38:29Z,1,Sir please make a detailed video on this for class 8 Stundents,nNbphew2mpU,TRUE
@ZenochkaGaming,2024-12-27T20:51:06Z,0,Reduce tenure to 3 yrs might as well,nNbphew2mpU,TRUE
@vikrammehta287,2024-12-27T20:41:37Z,1,This is an important bill that no one should oppose,nNbphew2mpU,TRUE
@sachinarakeri8552,2024-12-27T17:10:28Z,1,"Without proper knowledge,in thumbnail only you decided",nNbphew2mpU,TRUE
@naveenyadav890,2024-12-27T15:13:25Z,1,"One Nation Two Election
One Loksabha
Another for state election",nNbphew2mpU,TRUE
@TheNAVAL94,2024-12-27T08:40:03Z,0,One Nation One Election,nNbphew2mpU,TRUE
@kartiksingh2132,2024-12-27T08:17:22Z,0,instead of having a two year plan for the government which got elected in 2027 make it 7 years till 2034 this way everyone is happy and no problems arise,nNbphew2mpU,TRUE
@hg6qc,2024-12-27T05:49:29Z,0,"See ganesh ,farm laws were good for farmers but didn't let it implement so what is good for states and what is good for country, is not agenda as we live jn diverse groups. That us what we see so many politicians,.one party for one caste .which politicians actually talk about growth of sam janta, everyone come ,gives freebies and win elections so now more elections more competition in freebies and more damage to our country. Garib ko na growth or development ki padi hai they want more more freebies and more more reservations that is it .that is what all politicians come i will give more freebies and increase the reservation quota from 50 to 70 or 75 which us dangerous that is what we see brain drain in bharat .",nNbphew2mpU,TRUE
@hg6qc,2024-12-27T05:29:32Z,0,"I don't agree with u ,don't underestimate the intelligence of voters ,they know what to do a d whom to vote .there is nothing like modi waves exist .Modi ji has taken such steps which forces us to vote him otherwise majority janta in bharat is very much concerned about their livelihood not about religion and other nuisance. Peaceful  communities don't care what decisions are being taken whether it is for country or not they vote blindly to those who do appeasement to them .i m not convinced with ur logic",nNbphew2mpU,TRUE
@pankaj030878,2024-12-26T17:34:21Z,0,Great work,nNbphew2mpU,TRUE
@sadidas4010,2024-12-26T16:03:59Z,1,Desh ko dubaega modiji,nNbphew2mpU,TRUE
@poojanagpal068,2024-12-26T16:03:43Z,0,There is a mistake at 15.26 if youlook you have written centre on both sidess,nNbphew2mpU,TRUE
@faultagain,2024-12-26T15:31:20Z,0,But i think now the days biggest problem for india is politicians.,nNbphew2mpU,TRUE
@beast07-S,2024-12-26T14:22:29Z,0,1 nation 1 election or 1 nation 1000 election. I''ll keep my faith in the people of India. We have voted for the government that has worked and we have voted for governments that haven't worked. The thing is we have always learned and voted out non performing parties. Only thing important here is that we need more parties not just BJP and Congress we need more competition and more maturity. We are on right track but need more than current effort. Either bjp becomes more and more efficient with work or another party comes with more efficient work style.,nNbphew2mpU,TRUE
@NickthaBinga,2024-12-26T13:00:08Z,0,Opposition has no valid point to oppose the bill. We should go with new bill.,nNbphew2mpU,TRUE
@RBVijeyShankar,2024-12-26T12:20:05Z,0,"Brilliant videp that gives views of both the ruling and opposition voices. This plan would  work only in the states with a strong hold and a stable government. This would break governments which are a coalition case. Also, what I see is a major risk if Lok Sabha and Regional elections are done together. Security forces and Border forces are across the states for election and borders could go vulnerable. We must reduce the elections but not to a single one. We could go central every 5 years. South India 1 year post central, North India 2 years post central, West India 3 years post central and so on. Note that if any state government falls, governor takes control until the next election process. Similarly president's rule at center. But still this looks way complicated than it seems. The above will give a good feedback regarding the performance and  entire country will be attended to. One nation one election helps national parties as it reduces their times but has nothing for the regional. Hence this won't be approved or will fail very badly.",nNbphew2mpU,TRUE
@KapilM-q6u,2024-12-26T09:20:04Z,1,State and Center elections are fought on different issues so they cannot influence people. Delhi voted BJP in all the 7 seats and AAP was given mandate in the last two elections. People know what they are voting for. The only losers in the ONOE are Youtubers and mainstream media.,nNbphew2mpU,TRUE
@dipendusahu2053,2024-12-26T08:53:22Z,0,"Correction- India works on fedreal structure, may be independent but power lies to central. Strong central",nNbphew2mpU,TRUE
@gowrivellasamy9625,2024-12-26T08:05:03Z,0,This will help save cost for the country. The saving can be used for the development and underprivileged people,nNbphew2mpU,TRUE
@officialtheunderground,2024-12-26T05:54:26Z,3,You should have included the counter arguments of the govt for these opposition concerns...,nNbphew2mpU,TRUE
@Priyanka-v7m,2024-12-26T04:20:08Z,2,"I think ""Think School"" should stop making these propaganda videos for the govt. and should make a video about the long term ""benefits"" of demonetisation.
How much money did the govt loose, how much money did the public loose. How the essential services took a hit. etc etc. And what was gain out of it.
And please use the clipping of Modi ji saying please give me 50 days, i will make this work and if this doesnt work, ""mujhe chuarahe pe khada kar dena""",nNbphew2mpU,TRUE
@Kukho.10,2024-12-26T02:42:36Z,1,"""One nation, one election"" is a New concept that transcends party lines, focusing on the citizens' right to choose their ""LEADERS"". By doing so, this approach aims to eradicate corruption, regardless of the party affiliation - be it BJP, Congress, JDU, RJD, or others. The idea is to promote good leadership, rather than perpetuating corrupt ones. This new formula seeks to cleanse the political landscape by holding simultaneous elections, thereby reducing the influence of party politics and emphasizing the importance of INDIVIDUAL LEADERSHIP. So, corrupt leader will stand against the New concept ""One nation, One election"". But every citizen should support this New concepts.",nNbphew2mpU,TRUE
@twigscout6724,2024-12-25T23:52:52Z,0,"Ganesh Ganesh Ganesh,  you have always been presenting facts and leaving the decisions to us. On the contrary you are now voicing your personal opnions. Oppositions 3rd concern about accountability is the only one to think about but that too is in people's hand. History has clearly shown that many of few southern states have been holding elections with central ones yet regional parties have been choosen based on local issues. So let's go ahead and implement...",nNbphew2mpU,TRUE
@kushsaud2519,2024-12-25T17:01:47Z,0,dont drink alcohol buddy,nNbphew2mpU,TRUE
@nitingaur1707,2024-12-25T15:19:18Z,0,Regional parties are curse to the nation. Almost all are run dynasty and controlled by a family which never democratically elect their president. It is ironical that same parties are crying that ONOE is not democratic. This debate is a waste of time.,nNbphew2mpU,TRUE
@gireeshkambhampati6618,2024-12-25T15:02:36Z,0,"when it is farmers vs inflation or farmers vs national economy or defense so many choose farmers bro, because people know clearly the struggle of farmers but doesn't value the struggle of army as much as it should be. I felt quite opposite when it's local vs national, people choose local. anyway's problem is problem",nNbphew2mpU,TRUE
@prasaathviki7879,2024-12-25T14:31:58Z,0,"Don't waste tax payer money, i support one nation one election. People slowly adopt to new method. When bought a new mobile we adopt to it slowly right, like that we will adopt.",nNbphew2mpU,TRUE
@VanshDuseja-ws2vs,2024-12-25T10:29:43Z,0,Can you please do more business case studies. I find them to be very helpful so thank you so much.,nNbphew2mpU,TRUE
@valis.b7851,2024-12-25T09:57:43Z,0,I thought your channel is propaganda channel of bjp but now i know its not,nNbphew2mpU,TRUE
@mr.darkheart2979,2024-12-25T09:44:32Z,0,"just to make 3 points, you dont have to make idiotic arguments of opposition. Have some standard",nNbphew2mpU,TRUE
@shubham.shivhare,2024-12-25T09:13:54Z,0,"ONOE is to bring efficiency. When we have different elections, we are creating different countries in a single country. Some regional parties like AAP is opposing bcoz netagiri is a business. A politician is always a winner and common person is always a loser. We want better people in democrary not more people doing netagiri.",nNbphew2mpU,TRUE
@shubham.shivhare,2024-12-25T09:10:22Z,1,"This was very narrow minded analysis presented by you. Indian people are very selfish when it comes to their welfare and interests. They will sideline national issues and focus on what they want want from whichever party fulfills it so there is no way national parties will dominate. Infact it will bring more parties which are fairly accountable to show work on state and national level. When parties have short term to serve, they will do all good things to stay in power for the next term which is opposite to your flawed conclusion. Everybody knows development starts when new election is coming.",nNbphew2mpU,TRUE
@sheetalshah7472,2024-12-25T09:06:48Z,0,I think the advantages overpower the disadvantages.,nNbphew2mpU,TRUE
@sukhdeepsingh3849,2024-12-25T04:45:20Z,0,Align local bodies elections with state elections and keep MP and MLA elections as it is..... It will solve most of the issues and delays in progress due to multiple elections.... Each state will hold elections only 2 times in period of 5 years.,nNbphew2mpU,TRUE
@Bull878,2024-12-25T03:58:07Z,0,"Leftist are dengerious of indian culture, indian society, indian security",nNbphew2mpU,TRUE
@saurabhsonkar6080,2024-12-25T02:35:40Z,0,You didn't cover what happens if central government collepses in between. Then how government will run at the centre,nNbphew2mpU,TRUE
@jjosetube,2024-12-24T21:33:46Z,0,"All BS.
One nation
- uniform civil code
- one election
- two party
- tear off political power of religion.",nNbphew2mpU,TRUE
@chandrandec31,2024-12-24T19:02:52Z,0,It is neither masterstroke or death of democracy.  It is death of double standards or end of deception by political parties. For eg in Kerala CPM and Cong will have to team up or fight each other. They can't fight each other in state while become allies in the center.,nNbphew2mpU,TRUE
@BARDAI60,2024-12-24T18:29:18Z,0,In Karnataka most people vote congress in local elections and bjp in national election they clearly know distinction between them,nNbphew2mpU,TRUE
@akshaykumar-ck9oi,2024-12-24T16:57:03Z,1,I think we need upendras prajakiya poi y to be implemented . Where there is power to people to make politician to step down immediately if he is not performing.5years is too much for politicians s . There should be report card for politician and sop for politician. . otherwise it's difficult for India to sustain,nNbphew2mpU,TRUE
@abhilashjain429,2024-12-24T16:37:53Z,0,Sir please make video on OPS 2.O,nNbphew2mpU,TRUE
@PinkiBhatt-bt5vv,2024-12-24T16:34:36Z,0,"one point missing... it will create aware voters. Now people will be more aware of their choices, so, you'll have more mature and responsible citizens.",nNbphew2mpU,TRUE
@devendraupadhyay2399,2024-12-24T15:38:42Z,0,"In summary you have 
Not commented on 60,000 crore expdr on re-elections.",nNbphew2mpU,TRUE
@ashutoshmisal3507,2024-12-24T15:35:01Z,1,The truth about mahatma gandhi ji only hi facts not insta shit,nNbphew2mpU,TRUE
@shashanthenterprises1222,2024-12-24T15:08:52Z,0,MR Ganeshprasad kindly could you tell me  names of the books in your shelves,nNbphew2mpU,TRUE
@sooklalramjit9955,2024-12-24T14:02:12Z,0,Don't diside  other will,nNbphew2mpU,TRUE
@bhavananomula24,2024-12-24T13:39:09Z,1,Loved every bit of the video. Explained both sides of the argument so cohesively. It's refreshing to listen to the nuances of the bill without any noise. Thank youhhu,nNbphew2mpU,TRUE
@titikshashah4526,2024-12-24T11:56:12Z,0,Blocking your channel,nNbphew2mpU,TRUE
@ChiragAGowda,2024-12-24T11:35:14Z,0,"If there is a Political crisis and an interim government is elected till the next elections, they'll work hard within the given time to make sure that they will come back in the main elections. So it is not a big concern, in fact it's a good opportunity for the temporary government, they'll be getting extra time to prove themselves and get re-elected. And the collapsed government will have time to put everything in place and get ready for the upcoming main elections...",nNbphew2mpU,TRUE
@kmah5563,2024-12-24T11:19:50Z,0,In Andhra we have one nation and one election. No problems at all.,nNbphew2mpU,TRUE
@YuvrajBhakuni,2024-12-24T10:57:50Z,0,AMAZING INSIGHT,nNbphew2mpU,TRUE
@vidhikamboj4083,2024-12-24T10:52:04Z,1,"there is a saying that ki kuch pane k liye kuch pdta hai....jaise isme bola h ki agr koi party mid term m hi break ho jati h to next elections jo honge mid term usme jo bhi party ayegi yhi sochke ayegi n ki 1 ya 2 sal k liye hn bs...or usme to vo or jyda performance p hi dhyan degi n ki abhi 2 sal mile hn next elections m dobara choose hona h to acha kam kre....uspe to infact pressure hoga ki kam time m jyda achi performance krni h ...... or fr kya pta 2 ki jgh 7 sal ho jaye unke tenure ke....isn't it a good thing... acha khud socho sb ek bar 5 sal m bs ek hi bar elections honge..usme fr baki time parties ko kam hi krna h...koi dhokebaazi ni chl payegi...kam dikhega to vote milegi nhi to nhi milegi.... corrupt party khtm ho jayegiiii.... and jb kisi cheez ko leke confusion hoti h n ki hona choye ya nhi...to fayde or nuksan dono likh lo...jo jyda uske hisab se decision lo....isme fayda jyda h to i think the mature population of india should support this one nation and one election for the good of the country...jo politicians elections m hi lge hote hn or schemes usi k as pass nikalte hn fr scheme k kuch bhi ho unhe frk ni odta ab se pdega..... sb dhyan se socho is baare m ,.....modi ya congress soch k nhi ... ek hindustani ke nazariye se socho sb kya tumhare liye shi h kya galat..... congress party kb se h india m emergency pok lac scams inke alava tumhe ab kuch nya dekhne ko mila h to bhyiii let's appreciate it and make it happen....",nNbphew2mpU,TRUE
@rahul9990,2024-12-24T09:14:36Z,0,"Please don't delete or hide this comment. 
As I see - 
1. Fare chance for both ruling and opposition party to show their governance capability and skill in short period to perform before the reset year. 
2. Which means political party has to continuously perform well to be in power.
3. Political parties will be more focused on governance instead of agenda.
4. Bureaucrat and government babus will have to perform despite enjoying their benefits due to continue political pressure to perform.
5. Fast track in government process.
6. Every department has to effectuate their work and bound to develop their process etc.
6. That's how people of India will be able to get to see fast development, governance etc. and people will able to choose the government accordingly for the long term. 
7. Wont be unnecessary protest that delays the project without wasting time and money of tax paying individuals.
8. People will be happy to pay taxes as they see development around them.

Which currently congress lacks that vision and governance, Thus opposing this bill.",nNbphew2mpU,TRUE
@ajaykumar0197,2024-12-24T08:57:09Z,0,"In my opinion, to make the process smooth, the onus of running the state assembly without stop-gap should be on the MLA's otherwise they shoul face the the president's rule for the remaining term.",nNbphew2mpU,TRUE
@TincturesofMelody,2024-12-24T07:15:00Z,0,So good...,nNbphew2mpU,TRUE
@stanvkumar,2024-12-24T06:49:46Z,0,easier to push in the country total dictatorship,nNbphew2mpU,TRUE
@stanvkumar,2024-12-24T06:46:49Z,0,death of democracy in toto now bjp will take over the state assembly as well as centre resulting in passing bills to change constitution from democracy to autocracy,nNbphew2mpU,TRUE
@arpitmalviya96,2024-12-24T06:01:31Z,0,Local issues won't be addressed in  One election bill. It will sum up creating chaos and further hollow our economy from within.,nNbphew2mpU,TRUE
@pratikbapna3557,2024-12-24T05:39:22Z,0,"Every good thing happening in our country, congress wants to oppose 
They just want to fool people by giving freebies and making reservations",nNbphew2mpU,TRUE
@techorigin7857,2024-12-24T05:31:37Z,0,"For everything, you youtubers just keep killing democracy.",nNbphew2mpU,TRUE
@mukunthas01,2024-12-24T05:16:20Z,0,You are using BJP where it should be central government,nNbphew2mpU,TRUE
@ConsciousNomad,2024-12-24T05:06:15Z,0,One nation and no more fake election soon,nNbphew2mpU,TRUE
@JagyaseniDas-ul3js,2024-12-24T05:00:11Z,1,My suggestion to this issue is that the one nation one election sounds better. So although it is not practically possible to establish single election system but the no. Of subsequent small elections may collaborate and the no. may be reduce to some no. suppose to be other than 1. It will be like the middle man solution without hampering the extreme interests. Please review this...,nNbphew2mpU,TRUE
